loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name
F102Q1386750,730,4/1/2005,N,3/1/2032,37460,0,1,O,78,23,109000,78,6,R,N,FIX30,FL,SF,32400,N,324,2,Other sellers,Other servicers
F102Q1386753,692,5/1/2005,N,4/1/2035,23844,0,1,O,80,36,140000,80,5.5,T,N,FIX30,IN,MH,46300,P,360,2,Other sellers,"WELLSFARGOBANK,NA"
F102Q1386756,656,7/1/2005,N,6/1/2035,,0,1,O,65,42,120000,65,6.25,T,N,FIX30,FL,SF,32000,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1386757,778,7/1/2005,N,5/1/2032,11540,0,1,O,77,35,54000,77,6,T,N,FIX30,WI,SF,54900,C,323,1,Other sellers,Other servicers
F102Q1386802,644,7/1/2005,N,6/1/2035,34940,0,1,O,56,29,300000,56,6.125,R,N,FIX30,FL,SF,34100,P,360,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q1386836,675,10/1/2005,N,9/1/2035,12100,25,1,O,90,42,153000,90,6.5,R,N,FIX30,NJ,SF,8300,N,360,1,Other sellers,Other servicers
F102Q1386845,795,8/1/2005,N,4/1/2032,17140,0,1,O,70,39,108000,70,6,R,N,FIX30,OH,CO,45000,C,321,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q1386846,647,5/1/2005,N,4/1/2032,49660,0,1,O,76,37,124000,76,5.75,R,N,FIX30,OH,SF,44500,C,324,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q1386850,797,5/1/2005,N,4/1/2032,11340,0,1,O,53,31,100000,53,6.25,R,N,FIX30,SC,PU,29600,P,324,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1386888,690,2/1/2006,N,2/1/2032,33340,0,1,O,16,15,29000,16,6.5,R,N,FIX30,WI,CO,53000,P,313,1,Other sellers,Other servicers
F102Q1386904,683,6/1/2005,N,3/1/2032,,0,1,O,84,18,77000,75,5.875,R,N,FIX30,NY,SF,14700,C,322,2,Other sellers,Other servicers
F102Q1386919,773,1/1/2006,N,4/1/2032,38300,0,1,O,43,28,143000,43,5.625,R,,FIX30,PA,SF,16000,P,316,2,Other sellers,Other servicers
F102Q1386968,721,4/1/2005,N,2/1/2032,,0,1,O,50,13,68000,50,5.875,R,N,FIX30,WI,SF,54500,P,323,2,USBANKNA,USBANKNA
F102Q1386970,776,5/1/2006,N,4/1/2032,24860,0,1,O,46,23,74000,46,6.625,R,N,FIX30,SC,SF,29600,N,312,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1386971,741,4/1/2006,N,3/1/2032,48900,0,1,S,76,20,188000,76,6.75,R,N,FIX30,NC,SF,28400,P,312,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1386972,773,6/1/2006,N,2/1/2032,,0,1,O,75,21,141000,75,7,R,N,FIX30,NC,SF,28600,N,309,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1386973,779,5/1/2006,N,4/1/2032,34820,25,1,S,85,27,83000,85,6.625,T,N,FIX30,SC,CO,29500,P,312,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1386974,660,6/1/2006,N,4/1/2032,16740,30,1,O,89,39,105000,89,7,R,N,FIX30,NC,SF,28200,N,311,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1386975,722,6/1/2006,N,4/1/2032,49180,30,1,O,90,47,146000,90,7,R,N,FIX30,NC,SF,27200,N,311,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1387025,790,2/1/2007,N,2/1/2032,15764,0,1,O,30,32,85000,30,6.42,R,N,FIX30,MA,SF,1700,N,301,1,Other sellers,Other servicers
F102Q1387040,757,2/1/2005,N,2/1/2032,29620,0,1,O,80,40,208000,80,5.875,R,N,FIX30,MI,SF,48900,C,325,2,Other sellers,Other servicers
F102Q1387062,717,2/1/2007,N,4/1/2032,20500,0,1,O,71,35,58000,71,6.5,R,N,FIX30,NC,SF,27300,C,303,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q1387073,681,9/1/2005,N,4/1/2032,35084,0,1,O,67,42,240000,67,5.625,R,N,FIX30,NJ,SF,7000,C,320,2,Other sellers,Other servicers
F102Q1387138,809,3/1/2006,N,2/1/2032,29620,0,1,O,57,30,80000,57,6.375,R,N,FIX30,MI,SF,48900,C,312,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q1387139,682,3/1/2006,N,2/1/2032,21780,0,1,O,83,37,43000,67,6.375,T,N,FIX30,IN,SF,47700,N,312,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q1387140,713,3/1/2007,N,3/1/2032,21780,0,1,O,76,28,145000,76,6.375,R,N,FIX30,IN,SF,47700,P,301,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q1387345,770,12/1/2006,Y,3/1/2032,42044,0,1,O,80,33,163000,71,6.86,B,Y,FIX30,CA,CO,92600,P,304,1,Other sellers,Other servicers
F102Q1387380,834,9/1/2005,N,4/1/2032,35644,0,1,O,23,26,244000,23,5.25,R,N,FIX30,NY,SF,10800,P,320,2,HSBCMTGECORPUSA,HSBCMTGECORPUSA
F102Q1387397,767,10/1/2005,N,3/1/2032,,0,1,O,78,13,80000,78,5.875,R,,FIX30,IN,SF,47900,P,318,1,Other sellers,Other servicers
F102Q1387434,584,3/1/2007,N,3/1/2032,,0,1,O,90,,65000,86,7.85,C,Y,FIX30,KY,SF,42100,N,301,2,Other sellers,"CITIMORTGAGE,INC"
F102Q1387437,620,3/1/2006,N,2/1/2032,15804,0,1,O,63,,144000,63,7.6,C,Y,FIX30,NJ,SF,8000,C,312,1,Other sellers,"CITIMORTGAGE,INC"
F102Q1387449,784,5/1/2005,N,1/1/2032,,0,2,O,100,,60000,98,7.8,C,Y,FIX30,LA,SF,70500,N,321,1,Other sellers,"CITIMORTGAGE,INC"
F102Q1387462,698,5/1/2005,N,2/1/2032,26900,0,1,O,69,,61000,69,6.65,C,Y,FIX30,IN,SF,46100,C,322,2,Other sellers,"CITIMORTGAGE,INC"
F102Q1387473,759,2/1/2005,N,2/1/2032,17300,0,1,O,89,,84000,86,6.95,C,Y,FIX30,KY,SF,42200,N,325,2,Other sellers,"CITIMORTGAGE,INC"
F102Q1387510,664,11/1/2005,N,1/1/2032,,0,1,O,95,50,82000,92,7.95,C,Y,FIX30,KY,SF,42000,C,315,1,Other sellers,"CITIMORTGAGE,INC"
F102Q1387526,732,1/1/2005,N,4/1/2032,36140,0,2,O,52,,194000,52,6.35,C,Y,FIX30,NJ,SF,8200,N,328,2,Other sellers,"CITIMORTGAGE,INC"
F102Q1387530,641,10/1/2005,N,4/1/2032,12420,0,1,O,74,,103000,74,6.4,C,Y,FIX30,TX,SF,78600,C,319,2,Other sellers,"CITIMORTGAGE,INC"
F102Q1387567,700,11/1/2005,N,2/1/2032,16620,0,1,O,90,27,54000,88,7.15,R,N,FIX30,WV,SF,25300,P,316,2,Other sellers,"CITIMORTGAGE,INC"
F102Q1387594,637,3/1/2005,N,3/1/2032,,0,1,O,67,19,65000,67,6.6,C,N,FIX30,NY,SF,14700,C,325,1,Other sellers,"CITIMORTGAGE,INC"
F102Q2339772,789,1/1/2005,N,7/1/2032,33340,0,1,O,56,61,144000,56,5.875,R,N,FIX30,WI,SF,53000,P,331,2,Other sellers,Other servicers
F102Q2339773,810,1/1/2005,N,9/1/2032,,30,1,O,87,32,171000,87,6,R,N,FIX30,NY,SF,13200,N,333,1,Other sellers,Other servicers
F102Q2339779,711,1/1/2005,N,12/1/2034,42644,0,1,O,39,44,210000,39,5.78,R,N,FIX30,WA,SF,98000,P,360,2,Other sellers,Other servicers
F102Q2339826,695,1/1/2005,N,7/1/2032,,0,1,O,60,27,66000,60,5.875,T,N,FIX30,WI,SF,54400,P,331,1,Other sellers,Other servicers
F102Q2339883,667,2/1/2005,N,6/1/2032,48424,0,1,O,44,22,97000,44,5.875,R,N,FIX30,FL,CO,33400,C,329,2,Other sellers,Other servicers
F102Q2339898,767,2/1/2005,Y,6/1/2032,,30,1,O,93,26,158000,93,5.75,R,N,FIX30,WI,SF,53900,P,329,2,Other sellers,Other servicers
F102Q2339903,777,1/1/2005,N,7/1/2032,47644,0,1,O,78,31,243000,78,5.875,R,N,FIX30,MI,SF,48000,C,331,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2339904,742,1/1/2005,Y,5/1/2032,30460,12,1,O,83,24,113000,83,5.875,T,N,FIX30,KY,SF,40500,P,329,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2339906,760,2/1/2005,N,7/1/2032,34940,0,1,S,52,1,97000,52,5.875,R,N,FIX30,FL,PU,34100,P,330,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2339907,775,1/1/2005,N,7/1/2032,17140,12,1,O,81,44,85000,81,5.875,R,N,FIX30,OH,SF,45000,N,331,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2339913,759,5/1/2005,N,10/1/2034,,0,1,O,54,34,46000,54,6.125,R,N,FIX30,MI,SF,48800,P,354,1,Other sellers,Other servicers
F102Q2339923,737,3/1/2005,N,2/1/2035,45300,0,1,I,60,22,120000,60,6.125,T,N,FIX30,FL,PU,33600,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F102Q2339978,650,7/1/2005,Y,6/1/2032,17900,35,1,O,91,49,108000,91,6.125,R,N,FIX30,SC,SF,29200,P,324,1,Other sellers,Other servicers
F102Q2339979,708,7/1/2005,N,11/1/2032,,0,1,O,76,46,115000,76,5.855,R,N,FIX30,PA,SF,15500,N,329,2,Other sellers,Other servicers
F102Q2340013,778,5/1/2005,N,5/1/2032,39580,0,1,I,61,17,116000,61,6.25,R,N,FIX30,NC,PU,27600,N,325,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340014,759,6/1/2005,N,6/1/2032,24860,25,1,O,88,35,186000,88,6.375,R,N,FIX30,SC,PU,29600,P,325,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340018,756,6/1/2005,N,5/1/2035,14540,0,1,O,63,51,200000,63,5.875,T,N,FIX30,KY,SF,42100,C,360,2,Other sellers,"WELLSFARGOBANK,NA"
F102Q2340056,715,7/1/2005,N,6/1/2035,35840,0,1,O,47,48,195000,47,6.25,R,N,FIX30,FL,SF,34200,P,360,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340073,676,7/1/2005,N,6/1/2035,29820,0,1,O,40,34,165000,40,5.25,T,N,FIX30,NV,SF,89100,N,360,2,Other sellers,"WELLSFARGOBANK,NA"
F102Q2340081,793,7/1/2005,N,6/1/2032,49180,0,1,O,57,34,76000,57,6.25,R,N,FIX30,NC,SF,27000,P,324,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340082,746,9/1/2005,N,6/1/2032,11020,25,1,O,85,46,105000,85,5.995,R,N,FIX30,PA,SF,16600,P,322,2,Other sellers,Other servicers
F102Q2340083,674,8/1/2005,N,6/1/2032,24860,0,1,S,70,33,94000,70,5.875,R,N,FIX30,SC,PU,29600,P,323,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340086,759,8/1/2005,Y,6/1/2032,33340,25,1,O,87,21,78000,87,6,T,N,FIX30,WI,SF,53200,P,323,1,Other sellers,Other servicers
F102Q2340087,780,8/1/2005,N,5/1/2032,26900,0,1,O,67,25,104000,67,5.875,R,N,FIX30,IN,SF,46100,P,322,2,Other sellers,Other servicers
F102Q2340088,744,8/1/2005,N,6/1/2032,34820,0,1,S,77,18,87000,77,5.875,R,N,FIX30,SC,PU,29500,P,323,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340089,723,8/1/2005,N,5/1/2032,,0,1,O,76,49,99000,76,5.875,R,N,FIX30,NC,SF,28300,P,322,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340092,706,9/1/2005,N,8/1/2035,22744,0,1,O,75,33,300000,75,5.75,R,N,FIX30,FL,SF,33300,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F102Q2340095,753,9/1/2005,N,8/1/2035,40140,25,1,O,90,,301000,90,5.5,R,N,FIX30,CA,PU,92500,P,360,1,NATLCITYMTGECO,Other servicers
F102Q2340097,694,7/1/2005,N,6/1/2032,22420,0,1,O,43,45,65000,43,6,R,N,FIX30,MI,SF,48400,C,324,1,Other sellers,Other servicers
F102Q2340099,707,5/1/2005,N,6/1/2032,17460,25,1,O,87,27,280000,87,5.75,R,N,FIX30,OH,SF,44000,N,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340100,769,9/1/2005,N,7/1/2032,34980,0,1,O,64,41,139000,64,5.75,R,N,FIX30,TN,CO,37200,N,323,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340101,657,8/1/2005,N,6/1/2032,45780,0,1,O,71,,140000,71,5.875,R,N,FIX30,OH,SF,43500,N,323,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340102,772,5/1/2005,N,5/1/2032,16974,0,1,O,64,16,173000,64,5.75,R,N,FIX30,IL,SF,60100,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340103,763,5/1/2005,Y,6/1/2032,45780,30,1,O,91,44,90000,91,5.75,R,N,FIX30,OH,SF,43500,P,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340104,695,5/1/2005,N,5/1/2032,26900,0,1,O,74,19,70000,74,5.875,R,N,FIX30,IN,SF,47400,N,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340105,639,5/1/2005,N,6/1/2032,21780,0,1,O,78,34,73000,78,5.875,R,N,FIX30,KY,SF,42400,N,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340106,654,9/1/2005,N,6/1/2032,17460,0,1,O,53,63,182000,53,6,R,N,FIX30,OH,CO,44000,P,322,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340107,673,6/1/2005,N,5/1/2032,26900,25,1,O,87,38,174000,87,6.375,R,N,FIX30,IN,SF,46100,N,324,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340108,701,8/1/2005,N,7/1/2032,17460,25,1,S,75,30,78000,75,6,R,N,FIX30,OH,SF,44100,P,324,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340109,775,7/1/2005,N,7/1/2032,,0,1,O,89.54916,30,102000,77,6,R,N,FIX30,MI,SF,48800,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340110,750,11/1/2005,Y,7/1/2032,18140,0,1,O,77,18,44000,77,6.125,R,N,FIX30,OH,CO,43200,P,321,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340116,768,10/1/2005,N,7/1/2032,16740,0,1,O,70,26,87000,70,6.375,T,N,FIX30,SC,SF,29700,P,322,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340123,629,4/1/2005,N,3/1/2035,,,1,O,66,24,63000,66,6.5,R,N,FIX30,PR,SF,600,N,360,2,Other sellers,Other servicers
F102Q2340144,770,1/1/2006,N,6/1/2032,30620,0,1,O,35,25,76000,35,6.5,R,N,FIX30,OH,SF,45800,P,318,2,Other sellers,Other servicers
F102Q2340150,651,12/1/2005,N,11/1/2035,,25,1,O,90,47,172000,90,6.625,T,N,FIX30,SC,SF,29600,N,360,1,NATLCITYMTGECO,Other servicers
F102Q2340159,809,1/1/2006,N,5/1/2032,,0,1,O,55,21,52000,55,6.75,R,N,FIX30,NC,SF,28500,C,317,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340161,744,3/1/2006,N,2/1/2036,45104,0,1,O,38,49,190000,38,6.27,R,N,FIX30,WA,MH,98300,P,360,1,Other sellers,Other servicers
F102Q2340259,712,3/1/2006,N,7/1/2032,19380,30,1,O,91,29,172000,91,6.5,R,N,FIX30,OH,SF,45300,P,317,1,USBANKNA,USBANKNA
F102Q2340262,703,5/1/2006,N,5/1/2032,15380,25,1,O,78,35,147000,78,6.875,R,N,FIX30,NY,SF,14000,N,313,1,Other sellers,Other servicers
F102Q2340266,791,7/1/2006,N,6/1/2032,11020,0,1,O,73,57,155000,73,6.855,R,N,FIX30,PA,SF,16600,P,312,2,Other sellers,Other servicers
F102Q2340269,725,6/1/2006,N,5/1/2036,12940,0,1,O,60,42,82000,60,6.375,T,N,FIX30,LA,SF,70800,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F102Q2340270,740,7/1/2006,,10/1/2032,,0,1,O,70,23,80000,70,7.125,R,N,FIX30,NY,SF,13600,N,316,2,Other sellers,Other servicers
F102Q2340271,764,8/1/2006,N,7/1/2032,27780,0,1,O,75,55,119000,75,6.825,R,N,FIX30,PA,SF,15900,P,312,2,Other sellers,Other servicers
F102Q2340272,768,8/1/2006,N,5/1/2032,27780,0,1,O,75,22,130000,75,6.955,R,N,FIX30,PA,SF,16600,P,310,1,Other sellers,Other servicers
F102Q2340273,773,8/1/2006,N,6/1/2032,11020,0,1,O,30,9,63000,30,7.055,R,N,FIX30,PA,SF,16600,P,311,2,Other sellers,Other servicers
F102Q2340282,769,7/1/2006,N,6/1/2032,46060,30,1,O,91,36,85000,91,6.875,R,N,FIX30,AZ,SF,85700,P,312,2,Other sellers,Other servicers
F102Q2340283,684,9/1/2006,N,7/1/2032,11020,25,1,O,83,35,92000,83,6.835,R,N,FIX30,PA,SF,16600,P,311,2,Other sellers,Other servicers
F102Q2340284,703,10/1/2006,N,7/1/2032,11020,0,1,O,75,41,120000,75,6.875,R,N,FIX30,PA,SF,16600,C,310,1,Other sellers,Other servicers
F102Q2340328,682,11/1/2006,N,12/1/2032,11020,0,1,O,69,33,93000,69,6.605,R,N,FIX30,PA,SF,16600,N,314,2,Other sellers,Other servicers
F102Q2340361,672,7/1/2006,N,6/1/2032,,0,1,O,49,,290000,49,6.75,R,N,FIX30,MI,SF,49600,C,312,2,Other sellers,Other servicers
F102Q2340363,784,7/1/2006,N,7/1/2032,47644,0,1,O,48,27,73000,48,6.875,R,N,FIX30,MI,SF,48000,N,313,2,Other sellers,Other servicers
F102Q2340366,463,6/1/2006,N,5/1/2032,,0,1,O,83,,149000,83,6.625,R,N,FIX30,MI,SF,48800,C,312,2,Other sellers,Other servicers
F102Q2340380,705,12/1/2006,,7/1/2032,,0,1,S,75,31,56000,75,6.625,R,N,FIX30,WI,SF,54800,N,308,2,Other sellers,Other servicers
F102Q2340387,744,3/1/2007,N,11/1/2032,,30,1,O,86,38,125000,86,6.355,R,N,FIX30,PA,SF,15700,P,309,2,Other sellers,Other servicers
F102Q2340389,757,3/1/2007,N,5/1/2032,27780,0,1,O,74,43,88000,74,6.445,R,N,FIX30,PA,SF,15900,P,303,2,Other sellers,Other servicers
F102Q2340408,643,3/1/2007,N,6/1/2033,22500,30,1,O,87,33,261000,87,6.625,R,N,FIX30,SC,SF,29500,P,316,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340409,741,4/1/2007,N,7/1/2032,,25,1,S,85,44,57000,85,6.625,R,N,FIX30,WI,SF,54500,P,304,2,Other sellers,Other servicers
F102Q2340445,800,6/1/2007,N,6/1/2032,,0,1,O,69,11,65000,69,6.375,R,N,FIX30,IL,SF,61300,N,301,2,Other sellers,Other servicers
F102Q2340447,679,6/1/2007,N,7/1/2032,25860,25,1,O,85,34,196000,85,6.625,R,N,FIX30,NC,SF,28600,N,302,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q2340459,786,10/1/2006,N,5/1/2032,26100,0,1,O,63,29,125000,63,6.5,R,N,FIX30,MI,SF,49400,C,308,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340460,733,10/1/2006,N,6/1/2032,19340,0,1,O,76,48,45000,76,6.75,R,N,FIX30,IL,SF,61200,N,309,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340461,771,9/1/2006,N,6/1/2032,17140,12,1,O,81,35,122000,81,6.875,R,N,FIX30,OH,SF,45000,P,310,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q2340482,690,7/1/2007,N,7/1/2032,15764,0,1,O,25,30,73000,25,6.875,R,N,FIX30,MA,SF,2400,C,301,1,Other sellers,Other servicers
F102Q2340747,785,2/1/2007,N,6/1/2032,38060,0,1,O,80,14,209000,66,6.65,R,Y,FIX30,AZ,PU,85000,P,305,2,Other sellers,"WELLSFARGOBANK,NA"
F102Q2340749,792,6/1/2007,N,6/1/2032,17820,0,1,O,80,27,77000,73,6.68,B,Y,FIX30,CO,SF,80900,C,301,2,Other sellers,"WELLSFARGOBANK,NA"
F102Q2340750,811,3/1/2007,N,7/1/2032,42044,0,1,O,76,36,142000,68,6.51,B,N,FIX30,CA,SF,92700,N,305,1,Other sellers,"WELLSFARGOBANK,NA"
F102Q2340752,723,1/1/2007,N,7/1/2032,41884,0,1,O,41,17,142000,41,6.72,B,N,FIX30,CA,SF,94100,N,307,1,Other sellers,"WELLSFARGOBANK,NA"
F102Q2340753,719,4/1/2007,N,5/1/2032,38060,0,1,O,89,27,90000,62,6.72,B,Y,FIX30,AZ,PU,85300,P,302,2,Other sellers,"WELLSFARGOBANK,NA"
F102Q2340756,806,1/1/2007,N,6/1/2032,19740,0,1,O,80,33,173000,73,6.92,R,Y,FIX30,CO,PU,80100,P,306,1,Other sellers,Other servicers
F102Q2340757,680,5/1/2007,N,7/1/2032,35084,0,1,O,80,38,232000,75,6.76,R,Y,FIX30,NJ,SF,7800,P,303,1,Other sellers,"WELLSFARGOBANK,NA"
F102Q2340798,800,11/1/2005,N,7/1/2032,15380,0,1,O,100,,65000,84,4.75,R,N,FIX30,NY,CO,14200,P,321,1,Other sellers,Other servicers
F102Q2340800,785,9/1/2005,N,6/1/2032,20764,0,1,O,76,,224000,76,4.48,R,N,FIX30,NJ,CO,8900,P,322,2,Other sellers,Other servicers
F102Q2340801,786,9/1/2005,N,6/1/2032,15380,0,1,O,81,,156000,81,4.5,R,N,FIX30,NY,SF,14200,P,322,2,Other sellers,Other servicers
F102Q2340870,731,5/1/2005,N,5/1/2032,,0,1,O,75,,43000,72,6.6,C,Y,FIX30,IL,SF,61900,P,325,1,Other sellers,"CITIMORTGAGE,INC"
F102Q2340910,735,10/1/2005,N,5/1/2032,26420,0,1,O,78,35,67000,78,6.4,B,N,FIX30,TX,SF,77400,N,320,2,Other sellers,"CITIMORTGAGE,INC"
F102Q2340927,710,6/1/2006,N,5/1/2032,35004,0,1,O,22,30,104000,22,6.75,C,N,FIX30,NY,SF,11500,C,312,1,Other sellers,"CITIMORTGAGE,INC"
F102Q2340932,686,8/1/2006,Y,10/1/2032,26420,0,1,O,89,40,102000,89,7.85,C,N,FIX30,TX,CO,77000,P,315,2,Other sellers,"CITIMORTGAGE,INC"
F102Q3454399,749,2/1/2005,N,1/1/2035,15980,0,1,O,78,32,135000,68,5.875,R,N,FIX30,FL,SF,33900,P,360,2,Other sellers,Other servicers
F102Q3454408,728,1/1/2005,N,8/1/2032,,0,1,O,78,37,141000,78,5.75,T,N,FIX30,WI,SF,54100,N,332,2,Other sellers,Other servicers
F102Q3454434,792,3/1/2005,N,9/1/2032,,0,1,O,77,19,206000,77,5.75,R,N,FIX30,OK,SF,74000,P,331,2,Other sellers,Other servicers
F102Q3454492,764,2/1/2005,N,7/1/2031,48424,0,1,O,18,,91000,18,6.25,R,N,FIX30,FL,SF,33400,N,318,2,Other sellers,Other servicers
F102Q3454537,778,2/1/2005,N,1/1/2035,36740,0,1,S,56,48,131000,56,6.75,T,N,FIX30,FL,SF,32800,P,360,2,NATLCITYMTGECO,Other servicers
F102Q3454576,744,3/1/2005,N,8/1/2032,17140,0,1,O,76,44,140000,76,5.875,R,N,FIX30,OH,SF,45000,C,330,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3454577,718,4/1/2005,N,9/1/2032,,0,1,O,77,27,120000,77,5.875,R,N,FIX30,OH,CO,44800,N,330,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3454580,726,3/1/2005,N,10/1/2032,31140,0,1,O,70,29,121000,70,6,R,N,FIX30,KY,SF,40200,N,332,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3454581,779,2/1/2005,N,8/1/2032,23060,0,1,O,69,22,144000,69,5.875,R,N,FIX30,IN,SF,46800,C,331,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3454582,784,3/1/2005,N,2/1/2035,,0,1,O,60,23,107000,60,6.125,R,N,FIX30,CT,SF,6200,N,360,1,Other sellers,Other servicers
F102Q3454583,801,4/1/2005,,3/1/2035,25540,0,1,O,77,26,183000,77,5.875,R,N,FIX30,CT,SF,6100,C,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA"
F102Q3454586,802,5/1/2005,N,8/1/2032,,0,1,O,78,30,104000,78,6.25,T,N,FIX30,WI,CO,53100,P,328,2,Other sellers,Other servicers
F102Q3454646,720,6/1/2005,N,8/1/2032,,0,1,O,76,25,171000,76,6,R,N,FIX30,OK,SF,74000,N,327,2,Other sellers,Other servicers
F102Q3454649,791,8/1/2005,N,11/1/2032,,0,1,O,75,47,244000,75,6.125,R,N,FIX30,SC,SF,29500,N,328,2,Other sellers,Other servicers
F102Q3454652,717,8/1/2005,N,9/1/2033,12580,0,1,O,34,24,124000,34,5.875,R,N,FIX30,MD,SF,21100,N,338,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F102Q3454687,696,8/1/2005,N,10/1/2032,44140,0,1,O,73,19,120000,73,5.895,R,N,FIX30,MA,SF,1300,P,327,2,Other sellers,Other servicers
F102Q3454714,779,8/1/2005,N,8/1/2032,45060,0,1,O,47,13,44000,47,5.875,R,N,FIX30,NY,SF,13000,C,325,1,Other sellers,Other servicers
F102Q3454805,779,11/1/2005,N,9/1/2032,39300,0,1,O,42,16,114000,42,6.08,R,N,FIX30,RI,SF,2900,N,323,2,Other sellers,Other servicers
F102Q3454821,761,11/1/2005,N,9/1/2032,26420,0,1,O,75,50,283000,75,5.875,R,N,FIX30,TX,CO,77300,P,323,2,Other sellers,Other servicers
F102Q3454823,700,10/1/2005,N,9/1/2032,37460,0,1,O,77,36,73000,77,6,R,N,FIX30,FL,SF,32400,P,324,1,Other sellers,Other servicers
F102Q3454829,718,10/1/2005,Y,9/1/2032,,30,1,O,90,36,76000,90,6,R,N,FIX30,KY,SF,40400,P,324,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3454830,692,10/1/2005,Y,10/1/2032,19380,0,1,O,77,,67000,77,6,R,N,FIX30,OH,CO,45300,P,325,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
F102Q3454831,695,4/1/2005,Y,8/1/2032,15940,0,1,O,86.86758,30,105000,77,5.875,T,N,FIX30,OH,SF,44700,P,329,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK
